bestseller,brand,product_name,item_no,5_star,4_star,3_star,2_star,1_star,price,oz_at_price,options,sex,type,loves,reviews,dominant_color,floral,fresh ,warm,spicy|spice,earthy,woody|wood,musk|musky,vanilla,fruit|fruity,sweet,oil,rose
False,kilian,adults eau de parfum travel spray,2101467,8,1,0,0,3,30.0,0.25,['mini size'],women,eau de parfum,1773,12,"(195, 179, 147)",0,0,1,1,0,1,0,1,0,1,0,0
False,commodity,wool,1735984,26,1,3,0,0,105.0,3.4,"['standard size', 'mini size']",women,eau de parfum spray,1662,30,"(200, 198, 196)",0,0,1,1,1,1,0,1,0,0,0,0
False,calvin klein,ck one,78659,140,30,10,4,0,64.0,3.4,['standard size'],women,eau de toilette spray,4583,184,"(230, 232, 217)",0,1,0,0,0,0,1,0,0,0,1,1
False,comptoir sud pacifique,vanille banane,2086122,6,0,1,0,0,85.0,3.4,"['standard size', 'mini size']",women,eau de toilette,303,7,"(14, 105, 135)",0,0,1,1,0,0,0,1,1,1,0,0
False,dior,"""j'adore dry silky body oil""",1781384,15,3,2,3,0,57.0,5.0,,women,,3363,23,"(230, 205, 148)",1,0,0,0,0,0,0,0,0,0,1,1
False,gucci,guilty intense,1368919,129,16,6,1,5,74.0,1.0,['standard size'],women,eau de parfum spray,4893,157,"(238, 225, 189)",1,0,1,0,0,0,0,0,0,0,0,0
False,philosophy,amazing grace whipped body crème,1446426,60,13,6,1,3,35.0,8.0,['standard size'],women,whipped body creme,5969,83,"(242, 207, 206)",1,0,0,0,0,0,0,0,1,0,0,0
False,the 7 virtues,vanilla woods eau de parfum rollerball,2047660,13,0,0,2,0,28.0,0.33,,women,eau de parfum rollerball,1355,15,"(231, 233, 228)",0,1,1,1,0,1,1,1,0,1,1,1
False,clinique,clinique happy heart,2087765,1,1,0,0,0,52.0,1.7,['standard size'],women,eau de parfum spray,289,2,"(239, 234, 235)",0,0,1,0,1,1,0,0,0,0,0,1
False,hermès,un jardin sur le toit,1334960,57,10,2,2,1,138.0,3.3,['standard size'],women,eau de toilette spray,4483,72,"(234, 238, 225)",0,0,0,0,0,0,0,0,0,0,0,0
False,versace,bright crystal absolu ovetto,2087997,,,,,,32.0,0.34,['mini size'],women,eau de parfum spray,739,0,"(245, 206, 194)",0,0,0,0,0,1,1,0,0,0,0,0
True,by rosie jane,leila lou,2072981,16,4,0,2,0,50.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,661,22,"(204, 203, 186)",1,0,0,0,0,0,1,0,1,0,1,0
False,pinrose,pinrose style kit,1918408,30,12,2,3,4,47.0,,,women,,6308,51,"(207, 208, 207)",0,1,1,0,0,1,1,1,0,0,0,1
False,marc jacobs fragrances,decadence eau so decadent,1964915,574,269,44,10,7,87.0,1.7,['standard size'],women,eau de toilette spray,4259,904,"(209, 215, 206)",1,0,0,0,0,0,0,0,1,0,0,0
False,clean,fresh laundry,1066273,65,23,13,10,9,40.0,1.0,"['standard size', 'mini size']",women,eau de parfum spray,3924,120,"(168, 204, 193)",1,1,0,0,0,0,1,0,0,0,1,0
False,prada,candy l’eau,1564087,58,22,10,15,5,98.0,2.7,"['standard size', 'mini size']",women,eau de toilette spray,6230,110,"(246, 226, 205)",1,0,0,0,0,0,1,0,0,0,0,0
False,tory burch,tory burch rollerball,1585561,123,40,15,9,9,30.0,0.2,,women,eau de parfum rollerball,8263,196,"(239, 229, 218)",1,0,0,0,1,1,0,0,1,0,0,1
False,commodity,gold travel spray,1699974,163,33,13,6,5,26.0,0.33,['mini size'],women,eau de parfum spray,5259,220,"(230, 228, 227)",0,0,1,1,0,0,1,1,0,1,0,0
False,pinrose,pillowtalk poet,1918028,36,12,6,1,5,65.0,1.7,,women,,2546,60,"(213, 229, 234)",1,1,1,0,0,0,1,0,0,1,0,0
False,philosophy,fresh cream body lotion,1639467,128,17,12,8,6,20.0,,['standard size'],women,,6998,171,"(224, 224, 224)",0,1,0,0,0,0,0,1,1,1,1,0
False,philosophy,unconditional love firming body emulsion,1170687,194,39,9,6,5,39.0,16.0,,women,,3609,253,"(233, 232, 231)",0,0,0,0,0,0,0,0,0,0,1,0
False,clinique,clinique happy rollerball,1364769,21,6,1,0,1,21.0,0.34,,women,eau de parfum rollerball,4101,29,"(25, 20, 20)",0,0,0,0,0,0,0,0,1,0,0,0
False,sephora collection,sephora by travalo pocket atomizer,1788983,25,7,4,3,7,17.0,,['standard size'],women,,3585,46,"(212, 212, 212)",0,0,0,0,0,0,0,0,0,0,0,0
False,dior,poison girl,1912583,43,22,4,4,1,80.0,1.7,['standard size'],women,eau de toilette spray,7158,74,"(18, 15, 16)",1,0,1,1,0,0,0,1,1,1,1,1
False,elizabeth and james,nirvana french grey,1965672,39,6,3,2,7,85.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,3040,57,"(59, 51, 47)",1,1,0,0,0,0,1,0,0,0,0,0
False,fresh,sugar,1706019,16,4,5,3,9,50.0,1.0,"['standard size', 'mini size']",women,eau de parfum spray,1974,37,"(214, 211, 209)",1,1,0,0,0,0,1,1,0,1,0,1
False,guerlain,shalimar eau de parfum,1297076,35,7,2,0,1,107.0,1.6,['standard size'],women,eau de parfum spray,2800,45,"(234, 215, 129)",0,0,1,0,0,0,0,1,0,1,0,0
False,philosophy,pure grace summer surf hair & body softening cleanser,1914720,3,0,0,0,1,,16.0,,women,hair and body cleanser,371,4,"(214, 215, 215)",1,1,1,0,0,0,1,0,0,0,0,0
True,chanel,coco mademoiselle moisturizing body lotion,1285923,8,2,0,2,0,55.0,6.8,,women,moisturizing body lotion,4195,12,"(234, 228, 220)",0,0,0,0,0,0,0,0,0,0,0,0
False,clean,ultimate,731059,85,28,12,10,10,72.0,2.14,['standard size'],women,eau de parfum spray,2521,145,"(239, 238, 234)",1,0,1,0,0,0,1,0,0,0,1,1
False,givenchy,dahlia divin,1641349,83,9,5,0,0,91.0,1.7,['standard size'],unisex,eau de parfum spray,5863,97,"(215, 207, 195)",0,0,1,0,1,1,0,0,0,0,0,0
False,yves saint laurent,mon paris hair mist,2147841,,,,,,42.0,,,women,,310,0,"(48, 44, 53)",1,0,0,0,0,1,1,0,0,0,1,0
False,burberry,brit sheer,1111657,371,136,27,11,2,98.0,3.3,['standard size'],women,eau de toilette spray,10000,547,"(231, 224, 225)",1,0,0,0,0,1,1,0,0,1,1,0
False,maison margiela,’replica’ fantasies: wicked love,1982206,3,2,0,1,0,180.0,3.4,,women,,1686,6,"(197, 200, 198)",0,0,0,0,1,1,1,0,0,0,1,1
False,the 7 virtues,orange blossom eau de parfum,2047751,14,0,0,0,0,77.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,354,14,"(218, 227, 212)",1,1,1,0,0,0,1,0,0,0,1,1
False,versace,bright crystal absolu rollerball,1654037,27,9,0,2,2,30.0,0.33,,women,eau de parfum rollerball,3907,40,"(231, 180, 197)",0,0,0,0,0,1,1,0,0,0,0,0
True,clean,rain,1445337,61,21,12,7,6,72.0,2.14,"['standard size', 'mini size']",women,eau de parfum spray,4213,107,"(58, 179, 146)",1,0,0,0,0,1,1,0,0,0,1,0
False,bvlgari,eau parfumée au thé blanc body lotion,1755339,8,3,1,1,0,58.0,6.8,,women,,1363,13,"(236, 236, 236)",0,0,0,0,0,1,1,0,0,0,0,0
False,elizabeth and james,nirvana rose dry shampoo,1912518,30,3,3,3,3,28.0,,['standard size'],women,,4166,42,"(118, 43, 62)",1,0,0,0,0,0,0,0,0,0,1,1
False,jo malone london,nectarine blossom & honey body & hand lotion,1946896,5,2,0,0,0,58.0,8.5,,unisex,,1089,7,"(228, 228, 222)",1,0,0,0,0,0,0,0,1,1,1,0
False,jo malone london,orange bitters cologne,2015717,9,2,1,1,4,70.0,1.0,,women,,1028,17,"(238, 228, 199)",0,0,1,0,1,1,0,0,0,1,0,0
False,jo malone london,wood sage & sea salt body crème,1947779,3,2,0,1,0,80.0,5.9,,women,,1298,6,"(211, 211, 201)",0,1,0,0,0,1,0,0,0,1,1,0
False,chanel,allure eau de parfum,388512,7,0,1,1,1,100.0,1.7,,women,eau de parfum,1947,9,"(248, 224, 196)",1,1,1,0,0,0,0,1,1,0,0,1
False,jo malone london,tropical cherimoya cologne,2058931,7,3,2,1,1,140.0,3.4,['standard size'],women,eau de toilette spray,3170,14,"(203, 227, 134)",1,0,1,0,0,0,0,0,1,0,0,0
False,aerin,rose de grasse,1699222,1,0,0,0,0,225.0,1.7,['standard size'],women,eau de parfum spray,159,1,"(221, 209, 191)",1,0,0,0,0,0,0,0,0,0,0,1
True,clean,reserve sel santal,1841881,49,18,2,10,14,95.0,3.4,,women,,2445,93,"(230, 231, 229)",0,0,1,0,1,1,1,0,0,0,1,0
False,tom ford,venetian bergamot,1764109,11,3,1,1,1,605.0,8.4,['standard size'],unisex,eau de parfum spray,1750,17,"(213, 178, 104)",1,1,1,1,0,1,0,0,0,0,1,0
False,tocca,cleopatra travel spray,1658178,2,1,0,0,0,46.0,0.68,,women,eau de parfum,0,3,"(241, 234, 231)",1,1,1,0,0,0,0,0,1,0,0,0
False,elizabeth and james,nirvana amethyst,1965664,87,7,6,6,4,85.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,4143,110,"(51, 35, 47)",0,0,1,1,0,0,0,0,0,0,0,0
False,balenciaga,b. skin eau de parfum,1806918,25,4,3,1,6,151.0,2.5,['standard size'],women,eau de parfum spray,2366,39,"(230, 211, 199)",0,0,1,0,0,1,0,0,0,0,1,1
False,laura mercier,fresh fig honey bath,1271519,8,3,2,0,0,45.0,12.0,,women,,6707,13,"(202, 193, 193)",0,1,0,0,1,0,0,0,1,1,0,0
False,the 7 virtues,jasmine neroli eau de parfum,2047793,10,0,0,1,0,77.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,454,11,"(228, 230, 230)",1,1,0,0,0,0,1,0,0,0,1,0
False,estée lauder,modern muse eau de parfum,1562545,26,6,1,3,4,115.0,3.4,"['standard size', 'mini size']",women,eau de parfum spray,3103,40,"(240, 226, 212)",1,0,0,0,0,1,0,0,0,0,0,0
False,givenchy,hot couture,500025,305,34,14,3,7,102.0,3.3,['standard size'],women,eau de toilette spray,7238,363,"(227, 199, 195)",1,0,0,0,0,0,0,0,1,1,1,0
True,donna karan,cashmere mist rollerball,1636232,19,1,3,1,0,30.0,0.27,,women,eau de parfum rollerball,3026,24,"(231, 228, 216)",0,0,0,0,0,1,1,1,0,0,0,0
False,chanel,coco mademoiselle foaming shower gel,1285931,4,0,1,0,0,55.0,6.8,,women,foaming showerel,2880,5,"(245, 228, 202)",0,0,0,0,0,0,0,0,0,0,0,0
True,tocca,simone,1586007,83,39,3,10,4,72.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,6182,139,"(231, 220, 213)",1,0,0,0,0,0,0,0,1,0,0,0
False,ralph lauren,romance rollerball,1212760,3,2,0,0,0,26.0,0.34,,women,eau de parfum rollerball,0,5,"(240, 240, 240)",1,0,0,0,0,1,1,0,0,0,1,1
False,fresh,citron de vigne,1236827,79,43,13,14,3,50.0,1.0,['standard size'],women,eau de parfum spray,3431,152,"(226, 227, 227)",0,1,0,0,1,1,1,0,1,0,0,1
False,gucci,bloom hair mist,2061018,0,0,0,0,1,49.0,,,women,hair mist spray,0,1,"(225, 201, 194)",1,0,0,0,0,0,0,0,0,0,0,1
False,bobbi brown,beach rollerball,1628940,91,27,19,15,16,28.0,0.2,,women,eau de parfum rollerball,7955,168,"(18, 18, 18)",0,0,1,0,0,0,0,0,0,0,0,0
False,dolce&gabbana,pour femme intense,1566207,52,10,8,5,4,99.0,1.6,['standard size'],women,eau de parfum spray,3137,79,"(78, 17, 20)",1,0,0,0,0,1,0,0,0,0,0,1
False,jo malone london,english oak & hazelnut cologne,2005999,20,4,2,2,5,136.0,3.4,['standard size'],women,spray,2642,33,"(239, 235, 215)",0,0,1,1,1,1,0,0,0,0,0,0
False,tom ford,white patchouli,1129766,119,33,14,8,18,125.0,1.7,['standard size'],women,eau de parfum spray,4060,192,"(232, 226, 215)",1,0,0,0,0,1,0,0,0,0,0,1
False,clean,reserve rain travel spray,1985787,7,3,0,0,2,25.0,0.34,,women,eau de parfum spray,1416,12,"(220, 223, 221)",0,1,1,0,0,0,1,0,0,0,1,0
False,atelier cologne,collection azur - cèdre atlas,1684521,50,12,4,5,4,135.0,3.3,['standard size'],unisex,cologne absolue pure perfume  spray,2457,75,"(21, 69, 95)",0,0,0,0,1,1,0,0,0,0,0,0
True,philosophy,amazing grace dry shampoo,1914639,15,7,3,2,3,24.0,,['standard size'],women,,2704,30,"(234, 221, 221)",1,1,0,0,0,0,1,0,0,0,0,0
False,dolce&gabbana,light blue cream,771196,3,0,0,0,0,55.0,6.7,,women,,1256,3,"(228, 228, 228)",0,0,0,0,0,1,1,0,0,0,0,1
False,versace,bright crystal purse spray,1712918,22,1,0,0,0,30.0,0.34,['mini size'],women,eau de toilette spray,1246,23,"(233, 218, 209)",1,0,1,0,0,0,1,0,0,0,0,0
False,jo malone london,plum blossom cologne,2058980,4,4,3,1,1,140.0,3.4,,women,,1450,13,"(243, 128, 92)",1,1,0,0,0,0,1,0,1,0,0,0
False,aerin,amber musk rollerball,1736040,17,3,3,1,0,30.0,0.27,,women,eau de parfum rollerball,3011,24,"(219, 212, 206)",1,0,1,0,0,0,1,0,0,0,0,1
True,tory burch,tory burch absolu,1756899,28,7,3,3,6,108.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,3014,47,"(247, 234, 200)",0,1,0,0,1,1,0,1,0,0,0,1
False,elizabeth and james,nirvana black,1736909,623,132,53,39,53,110.0,3.4,"['standard size', 'mini size']",women,eau de parfum spray,20000,900,"(50, 50, 50)",0,0,1,1,0,1,0,1,0,0,0,0
False,estée lauder,private collection tuberose gardenia,1476340,25,2,0,0,2,160.0,2.5,['standard size'],women,eau de parfum spray,2472,29,"(236, 230, 205)",0,0,0,0,0,0,0,0,0,0,0,1
False,bvlgari,goldea the roman night,1980929,3,1,0,1,0,95.0,1.7,,women,,908,5,"(44, 43, 44)",1,0,1,0,0,0,1,0,0,0,0,0
False,nest,dahlia & vines,1558170,76,17,6,5,6,74.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,5578,110,"(44, 47, 42)",1,0,0,0,0,0,0,0,0,0,0,1
False,atelier cologne,orange sanguine cologne absolue pure perfume travel spray,1976687,,,,,,26.0,,,women,colognee pure perfume spray,0,6,"(233, 227, 219)",0,1,0,0,0,1,0,0,1,1,0,0
False,juicy couture,viva la juicy rollerball,1529379,51,8,6,0,2,24.0,0.33,,women,eau de parfum rollerball,7902,67,"(222, 204, 179)",1,0,1,0,0,0,0,1,0,0,0,0
False,donna karan,cashmere mist eau de toilette,83410,296,59,15,13,10,98.0,3.4,['standard size'],women,eau de toilette spray,3561,393,"(207, 195, 175)",0,0,0,0,0,1,1,1,0,0,0,0
True,michael kors,wonderlust rollerball,1871813,5,1,3,2,0,30.0,0.34,,women,eau de parfum rollerball,1950,11,"(241, 220, 205)",0,0,1,1,0,1,0,0,0,0,0,0
False,marc jacobs fragrances,daisy eau so fresh rollerball,1354919,16,5,2,0,0,27.0,0.33,,women,eau de toilette roll-on,0,23,"(234, 225, 218)",1,1,1,0,0,0,0,0,1,0,0,1
False,commodity,style guide fragrance discovery kit,2014629,13,5,1,1,0,24.0,,,women,,2646,20,"(65, 65, 65)",0,0,0,0,0,0,0,0,0,0,0,0
False,giorgio armani beauty,sì rollerball,1634039,125,22,13,8,2,28.0,0.34,,women,eau de parfum rollerball,10000,170,"(238, 227, 218)",1,0,0,0,0,1,1,0,0,0,0,0
False,aerin,mediterranean honeysuckle rollerball,1794619,11,1,5,1,0,30.0,0.27,,women,eau de parfum rollerball,3647,18,"(212, 217, 214)",1,0,1,0,0,0,0,0,1,1,1,0
False,commodity,velvet travel spray,2039162,4,1,0,0,0,26.0,0.33,,women,eau de parfum spray,1054,5,"(29, 29, 28)",0,1,1,1,0,1,0,1,0,0,1,1
False,nest,citrine rollerball,1771153,49,8,4,4,3,27.0,0.27,,women,eau de parfum rollerball,3951,68,"(216, 202, 137)",0,0,0,0,0,1,0,0,0,0,0,0
False,hermès,eau d’orange verte,87312,9,2,3,0,1,130.0,3.3,"['standard size', 'value size']",women,eau de cologne spray,1634,15,"(12, 157, 117)",0,1,0,0,0,0,0,0,1,0,0,0
False,bvlgari,eau parfumée au thé vert shampoo and shower gel,1755347,6,0,0,0,1,48.0,6.8,,unisex,,678,7,"(186, 216, 183)",0,0,0,0,0,1,0,0,0,0,0,1
False,jo malone london,peony & blush suede cologne,2060788,1,0,1,0,0,70.0,1.0,,women,,958,2,"(236, 197, 190)",1,0,0,0,0,0,0,0,0,0,0,1
False,juliette has a gun,moscow mule travel spray,2064020,3,0,1,0,0,28.0,,,women,ml eau de toilette travel spray,0,4,"(41, 41, 41)",1,1,0,0,0,1,0,0,0,0,0,0
False,jo malone london,nectarine blossom & honey body crème,1947977,8,0,0,0,1,80.0,5.9,,women,,1058,9,"(212, 209, 201)",1,0,0,0,0,0,0,0,1,1,1,0
False,marc jacobs fragrances,daisy dream forever eau de parfum,1739499,38,7,5,4,2,93.0,1.7,,women,eau de parfum spray,5075,56,"(116, 166, 196)",1,0,0,0,0,1,1,0,1,0,0,0
False,chloé,les mini love story,2037422,3,0,0,0,1,46.0,0.67,,women,eau de parfum spray,611,4,"(230, 224, 203)",1,0,0,0,0,1,0,0,1,0,0,0
False,aerin,waterlily sun,1659077,25,9,5,2,1,125.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,2874,42,"(223, 222, 204)",1,0,1,0,0,0,1,0,0,1,0,0
False,pinrose,wild child,1918101,35,13,6,2,6,65.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,2828,62,"(240, 218, 230)",1,0,0,0,0,0,0,0,1,0,0,0
False,commodity,moss,1700038,34,6,2,2,1,105.0,3.4,"['standard size', 'mini size']",women,eau de parfum spray,2113,45,"(202, 201, 198)",0,1,0,0,1,1,1,0,0,0,0,0
False,juliette has a gun,mmmm… travel spray,1884592,31,8,3,1,1,28.0,0.25,,women,eau de parfum spray,3247,44,"(29, 29, 29)",0,1,0,0,0,1,0,1,0,0,1,0
False,clean,reserve sueded oud travel spray,1985761,5,3,0,0,0,25.0,0.34,,women,eau de parfum spray,695,8,"(220, 223, 221)",0,0,1,1,0,1,1,0,0,0,1,0
False,carolina herrera,212,11023,99,12,6,5,3,82.0,2.0,['standard size'],women,eau de toilette spray,2323,125,"(186, 187, 187)",1,0,0,0,0,1,1,0,0,0,0,1
False,lavanila,vanilla coconut roller-ball,1158328,165,57,23,7,5,16.0,,,unisex,eau de parfum rollerball,448,257,"(231, 232, 225)",0,0,1,0,0,0,0,1,0,1,1,0
False,aerin,tangier vanille,1855626,10,2,2,1,8,125.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,987,23,"(232, 222, 202)",0,0,0,0,0,1,1,1,0,0,0,1
False,giorgio armani beauty,sky di gioia,1915115,17,1,0,0,1,72.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,1776,19,"(240, 227, 227)",1,1,0,0,0,0,1,0,1,0,0,1
False,gucci,bamboo body lotion,1734805,9,0,0,0,1,55.0,6.7,,women,,1453,10,"(234, 202, 186)",0,0,0,0,0,1,0,0,0,0,0,0
False,nest,eau de parfum rollerball trio,2039907,5,1,1,0,0,22.0,,,women,,961,7,"(42, 42, 44)",0,1,0,0,0,1,0,1,0,0,0,1
False,tory burch,tory burch jolie fleur verte,1780139,33,12,5,5,5,96.0,1.7,['standard size'],women,eau de parfum spray,2660,60,"(236, 234, 213)",0,0,0,0,0,1,1,0,0,0,1,1
False,chanel,coco eau de toilette,49890,8,1,1,0,0,80.0,1.7,['standard size'],women,eau de toilette spray,1624,10,"(242, 224, 194)",0,0,0,0,0,0,0,0,0,0,0,0
False,bvlgari,eau parfumée au thé bleu,1736511,5,3,1,0,0,97.0,2.5,['standard size'],women,eau de cologne spray,966,9,"(184, 194, 191)",1,0,0,0,0,0,1,0,0,0,0,0
False,maison margiela,’replica’ fantasies: dancing on the moon,1895275,20,2,3,6,3,180.0,3.4,,women,,3133,34,"(22, 22, 22)",1,0,0,0,0,0,1,0,0,0,0,0
False,clean,skin,1367671,204,44,17,9,17,72.0,2.14,"['standard size', 'mini size']",unisex,eau de parfum spray,8215,291,"(176, 170, 174)",0,1,1,1,0,0,1,0,0,1,1,0
True,versace,eros pour femme eau de toilette,1849165,22,4,1,0,0,96.0,3.4,"['standard size', 'mini size']",women,eau de toilette spray,2525,27,"(233, 228, 203)",1,0,0,0,0,1,1,0,1,0,1,0
False,commodity,rain travel spray,1699966,24,7,2,3,1,26.0,0.33,['mini size'],women,eau de parfum spray,3714,76,"(153, 90, 63)",1,1,0,0,0,1,1,0,0,0,0,0
False,jo malone london,peony & blush suede body & hand lotion,2020345,0,0,0,0,1,58.0,8.5,,women,,520,1,"(43, 43, 43)",1,0,0,0,0,0,0,0,0,0,1,1
False,clean,air,1691120,17,3,1,1,0,72.0,2.14,"['standard size', 'mini size']",women,eau de parfum spray,1510,22,"(226, 229, 228)",1,0,0,0,0,1,1,0,0,0,1,0
False,kat von d,sinner eau de parfum travel spray,1957281,56,19,9,8,5,22.0,0.34,,women,eau de parfum travel spray,7251,97,"(104, 89, 75)",1,0,1,1,0,1,0,1,0,1,0,0
False,juliette has a gun,anyway,1735943,9,7,2,1,2,100.0,1.7,['standard size'],women,eau de parfum spray,1659,21,"(216, 217, 213)",1,0,0,0,0,1,1,0,0,0,0,0
False,clean,reserve citron fig travel spray,2019545,8,3,1,1,0,25.0,0.34,,women,eau de parfum travel spray,889,13,"(220, 223, 220)",0,0,0,0,1,1,1,0,0,0,1,0
False,mugler,alien hair mist,1917384,11,0,0,0,0,40.0,1.0,,women,,1727,11,"(52, 31, 58)",1,0,1,0,0,1,0,0,0,0,0,0
False,tom ford,neroli portofino body oil,1449172,20,9,5,3,6,75.0,8.5,,women,,2898,43,"(221, 204, 133)",1,0,0,0,0,0,0,0,0,0,1,0
True,nest,black tulip rollerball,1913193,50,9,2,0,1,27.0,0.27,,women,eau de parfum rollerball,4004,62,"(203, 162, 170)",1,0,1,0,0,0,0,0,0,0,0,0
False,nest,cocoa woods rollerball,2095180,6,2,4,2,2,27.0,0.27,['mini size'],women,eau de parfum rollerball,2165,16,"(209, 207, 180)",0,0,1,1,0,1,0,0,0,1,0,0
False,pinrose,secret genius,1918051,55,22,8,5,5,65.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,5279,94,"(222, 226, 227)",0,0,1,1,0,0,0,1,0,1,0,0
False,the 7 virtues,patchouli citrus eau de parfum,2047785,10,0,0,0,0,77.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,249,10,"(238, 238, 236)",1,1,0,0,0,1,0,0,0,1,1,1
False,chanel,n°5 body lotion,1574292,1,0,1,1,0,55.0,6.8,,women,body lotion,1943,3,"(245, 226, 221)",0,0,0,0,0,0,0,0,0,0,0,0
False,calvin klein,ck2,1821552,38,3,3,1,1,55.0,1.7,['standard size'],women,eau de toilette spray,2041,46,"(226, 226, 226)",0,1,1,1,0,1,0,0,0,0,0,0
False,fresh,hesperides grapefruit,1236926,125,54,29,14,5,50.0,1.0,,women,eau de parfum spray,5120,227,"(225, 225, 209)",0,0,0,0,0,0,1,0,1,0,0,0
False,derek lam 10 crosby,blackout,1769033,24,7,2,3,5,85.0,1.7,['standard size'],women,eau de parfum spray,1320,41,"(230, 230, 230)",0,1,0,1,1,1,0,0,0,1,0,0
False,aerin,eau de parfum fragrance coffret,1871995,2,0,0,2,1,100.0,,,women,,1139,5,"(230, 217, 196)",1,0,1,0,0,1,1,1,1,1,1,1
False,fresh,sugar lychee rollerball,1228428,15,6,1,0,2,25.0,0.34,,women,eau de parfum rollerball,0,24,"(225, 225, 225)",0,0,1,0,0,1,0,0,1,0,0,0
False,jo loves,pomelo - a fragrance,2010841,13,0,1,1,4,105.0,1.7,['standard size'],women,eau de toilette spray,786,18,"(34, 34, 33)",0,1,0,0,0,0,0,0,1,0,0,1
False,gucci,bloom acqua di fiori eau de tolilette for her rollerball,2061026,,,,,,34.0,0.25,['mini size'],unisex,eau de toilette rollerball,0,1,"(238, 198, 182)",1,1,0,0,0,1,0,0,0,0,0,1
False,yves saint laurent,black opium dry oil for body and hair,1803766,38,17,7,1,1,60.0,3.4,,women,,7248,64,"(221, 211, 206)",1,0,0,0,0,1,0,1,0,1,1,0
False,elizabeth and james,nirvana bourbon dry shampoo,1912526,21,7,5,0,2,28.0,,['standard size'],women,,3458,35,"(151, 78, 38)",0,0,0,0,0,1,0,1,0,0,1,1
False,clinique,aromatics elixir,365049,136,13,6,8,18,72.0,3.4,['standard size'],women,eau de parfum spray,1805,181,"(221, 163, 51)",0,0,1,0,0,1,1,0,0,0,0,1
False,tom ford,neroli portofino all over body spray,1603166,10,6,3,3,3,68.0,5.0,,women,,2192,25,"(6, 115, 115)",1,0,0,0,0,0,0,0,0,0,1,0
False,philosophy,pure grace nude rose body lotion,2048460,5,0,0,0,0,39.0,16.0,,women,,447,5,"(232, 232, 232)",1,0,1,0,0,1,1,0,0,0,0,1
False,commodity,bois travel spray,2136612,,,,,,26.0,0.33,['mini size'],women,eau de parfum spray,169,0,"(207, 207, 207)",0,0,1,1,1,1,0,0,0,0,0,0
False,jo loves,green orange & coriander - a fragrance,2010858,,,,,,105.0,1.7,['standard size'],women,eau de toilette spray,163,0,"(35, 35, 35)",0,0,1,1,1,1,0,0,0,0,0,0
False,tom ford,tuscan leather all over body spray,1855592,4,0,0,0,0,68.0,5.0,,women,,640,4,"(219, 201, 180)",0,0,0,0,0,1,0,0,0,0,0,0
False,ellis brooklyn,myth eau de parfum,1873405,22,1,2,0,0,100.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,2080,25,"(7, 7, 6)",0,0,1,0,0,1,1,0,0,0,1,0
False,kat von d,saint lipstick + fragrance travel duo,1982461,42,13,4,2,0,25.0,,,women,,10000,61,"(220, 213, 203)",1,0,1,0,0,0,1,1,0,0,0,1
False,commodity,mimosa,1700061,20,8,7,3,2,105.0,3.4,"['standard size', 'mini size']",women,eau de parfum spray,2236,40,"(234, 233, 232)",1,1,1,0,0,0,0,0,1,1,0,0
False,bvlgari,omnia coral,1456698,121,28,7,9,9,27.0,0.34,"['standard size', 'mini size']",women,eau de toilette travel spray,7400,174,"(236, 185, 188)",1,1,1,0,0,1,1,0,1,0,1,0
False,chanel,chance eau fraîche twist and spray,1399997,3,1,0,0,0,85.0,0.7,,women,eau de toilette spray,755,4,"(225, 231, 199)",0,0,0,0,0,0,0,0,0,0,0,0
False,tom ford,black orchid eau de parfum touch point,1795343,40,2,2,2,3,45.0,0.2,,women,eau de parfum touch point,6328,49,"(52, 50, 47)",0,0,0,0,0,1,0,0,1,0,0,0
True,giorgio armani beauty,acqua di gioia rollerball,1438852,763,132,28,20,13,24.0,0.34,,women,eau de parfum rollerball,5502,956,"(227, 237, 233)",1,0,1,0,0,1,0,0,0,0,0,0
False,gucci,flora by gucci eau de toilette,1174903,360,93,27,19,9,65.0,1.0,['standard size'],women,eau de toilette spray,6652,508,"(199, 199, 189)",1,0,0,0,0,1,0,0,0,0,0,1
False,dior,"""j'adore eau lumière""",1814730,39,7,2,3,2,130.0,3.4,['standard size'],women,eau de toilette spray,4920,53,"(226, 208, 197)",1,0,1,0,0,0,0,1,0,1,0,1
True,estée lauder,beautiful,12104,18,1,0,0,0,78.0,2.5,['standard size'],women,eau de parfum spray,1496,19,"(221, 187, 77)",0,0,1,0,0,1,0,0,0,0,0,1
False,tocca,stella travel spray,1658186,10,0,0,0,0,46.0,0.68,,women,eau de parfum,1115,10,"(223, 211, 198)",1,1,1,0,0,1,0,0,0,1,0,1
