bestseller,brand,product_name,item_no,5_star,4_star,3_star,2_star,1_star,price,oz_at_price,options,sex,type,loves,reviews,dominant_color,floral,fresh ,warm,spicy|spice,earthy,woody|wood,musk|musky,vanilla,fruit|fruity,sweet,oil,rose
True,chanel,chance eau tendre eau de toilette,1237379,266,21,5,6,7,80.0,1.7,['standard size'],women,eau de toilette spray,40000,305,"(247, 243, 245)",1,1,0,0,0,1,0,0,1,0,0,0
True,tom ford,tobacco vanille,1449289,62,8,8,2,2,235.0,1.7,"['standard size', 'mini size']",women,eau de parfum,10000,82,"(201, 158, 70)",0,0,1,1,0,1,1,1,1,1,0,0
False,carolina herrera,good girl,1960707,109,17,3,7,3,94.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,10000,139,"(32, 39, 52)",1,0,1,0,0,0,0,0,0,1,0,1
False,jo malone london,honeysuckle & davana cologne,2098887,10,1,3,1,5,136.0,3.4,['standard size'],women,eau de parfum spray,2532,14,"(239, 234, 223)",1,1,1,0,0,1,0,0,1,0,0,1
False,juliette has a gun,not a perfume,1703321,244,43,20,18,32,135.0,3.3,"['standard size', 'mini size']",women,eau de parfum spray,10000,356,"(219, 218, 218)",0,0,1,0,1,1,0,0,0,0,0,0
True,dolce&gabbana,light blue,563320,2060,371,119,63,78,78.0,1.6,"['standard size', 'mini size', 'value size']",women,eau de toilette spray,60000,2000,"(202, 205, 203)",0,0,0,0,0,1,1,0,0,0,0,1
True,yves saint laurent,mon paris eau de parfum,1838861,375,49,24,11,14,94.0,1.6,"['standard size', 'mini size']",women,eau de parfum spray,20000,473,"(32, 30, 31)",1,0,0,0,0,1,1,0,0,0,0,0
True,dior,joy by dior,2118214,13,6,5,7,7,100.0,1.7,['standard size'],unisex,eau de parfum spray,2530,37,"(225, 206, 213)",1,0,1,0,0,1,1,0,1,0,0,0
True,versace,bright crystal,1063619,1204,270,85,44,34,95.0,3.0,"['standard size', 'mini size', 'value size']",women,eau de toilette spray,60000,1000,"(234, 215, 219)",1,0,1,0,0,0,1,0,0,0,0,0
True,tom ford,black orchid,1007723,683,85,44,36,101,125.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,20000,945,"(20, 20, 22)",1,0,1,1,0,1,0,0,0,0,0,0
True,dior,"""j'adore eau de parfum""",420570,717,119,38,23,22,100.0,1.7,['standard size'],women,eau de parfum spray,30000,919,"(243, 226, 190)",1,0,1,0,0,0,0,0,1,0,0,1
False,jo malone london,english pear & freesia cologne,1946680,43,10,2,4,5,136.0,3.4,['standard size'],unisex,spray,10000,64,"(225, 224, 221)",1,0,0,0,0,1,0,0,1,0,0,0
False,stella mccartney,stella,1646439,1270,229,79,34,29,97.0,3.3,['standard size'],women,eau de parfum spray,30000,1000,"(38, 21, 24)",1,1,0,0,0,0,0,0,0,0,0,1
True,chanel,n°5 parfum,43687,3,1,0,0,1,130.0,0.25,"['standard size', 'mini size']",women,parfum,3466,5,"(239, 231, 200)",0,0,0,0,0,0,0,0,0,0,0,0
True,chloé,chloé eau de parfum,1284025,1264,176,66,30,69,30.0,0.2,"['standard size', 'mini size']",women,eau de parfum rollerball,60000,1000,"(237, 235, 234)",1,1,1,0,0,1,0,0,0,0,0,1
True,marc jacobs fragrances,daisy & daisy eau so fresh mini set,2037034,28,8,3,0,0,20.0,,,women,,10000,39,"(225, 218, 209)",1,1,1,0,0,1,1,0,1,1,1,1
False,tom ford,oud wood,1565928,36,10,3,3,3,605.0,8.4,"['standard size', 'mini size']",women,eau de parfum decanter,7320,55,"(115, 112, 102)",0,0,1,0,0,1,0,1,0,0,0,1
True,lancôme,la vie est belle,1459999,610,76,24,19,26,94.0,,"['standard size', 'mini size']",women,"leau de parfum  spray""",20000,755,"(238, 225, 218)",1,0,0,0,0,0,0,0,0,1,0,0
False,viktor&rolf,flowerbomb nectar,2042984,55,4,4,7,4,120.0,1.7,['standard size'],women,eau de parfum spray,8772,74,"(231, 193, 194)",0,0,1,1,0,0,0,1,0,1,1,0
True,gucci,bloom eau de parfum for her,1964840,149,41,18,21,14,97.0,1.6,"['standard size', 'mini size']",women,eau de parfum spray,20000,242,"(219, 199, 188)",1,0,0,0,0,0,0,0,0,0,0,1
False,sol de janeiro,brazilian crush body fragrance mist,1930759,342,103,63,33,25,32.0,,['standard size'],women,,30000,566,"(228, 211, 186)",0,0,0,0,0,0,0,0,0,0,1,0
False,chanel,gabrielle chanel eau de parfum,1982602,153,25,20,13,15,105.0,1.7,['standard size'],women,eau de parfum spray,10000,225,"(246, 229, 197)",1,1,1,0,0,0,0,0,1,0,0,1
False,prada,candy,1361948,651,194,103,60,65,122.0,2.7,"['standard size', 'mini size']",women,eau de parfum spray,30000,1000,"(246, 235, 184)",0,0,1,1,0,0,1,0,0,1,0,0
True,chanel,chance eau fraîche eau de toilette,1001098,117,8,0,3,2,102.0,3.4,['standard size'],women,eau de toilette spray,10000,129,"(222, 233, 206)",1,1,0,0,0,1,0,0,1,0,0,0
True,jo malone london,peony & blush suede cologne,1946672,75,9,8,4,2,136.0,3.4,['standard size'],women,spray,10000,97,"(225, 225, 220)",1,0,0,0,0,0,0,0,0,0,0,1
False,philosophy,amazing grace firming body emulsion,607655,1012,175,53,32,37,39.0,,['value size'],unisex,,20000,1000,"(236, 236, 234)",0,0,0,0,0,0,0,0,0,0,1,0
True,tom ford,fucking fabulous,2056208,22,3,3,5,9,320.0,1.7,,women,,6623,42,"(40, 39, 37)",0,1,1,1,0,1,0,1,0,0,0,0
False,maison margiela,’replica’ beach walk,1593144,444,130,57,49,42,126.0,3.4,"['standard size', 'mini size']",women,eau de toilette spray,30000,722,"(228, 219, 208)",1,1,1,0,0,1,0,0,0,0,0,0
True,chloé,nomade eau de parfum,2037471,65,17,6,9,8,132.0,2.5,"['standard size', 'mini size']",women,eau de parfum spray,6606,102,"(243, 228, 219)",1,0,1,0,0,0,0,0,0,0,0,0
False,nest,indigo,1585009,282,68,12,15,16,74.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,10000,393,"(44, 52, 47)",0,0,1,0,0,1,0,0,0,0,0,0
True,tom ford,soleil blanc,1808104,54,16,15,9,10,605.0,8.4,"['standard size', 'mini size']",women,eau de parfum spray,10000,104,"(224, 219, 208)",1,0,0,0,0,1,0,0,0,0,1,0
True,dior,miss dior blooming bouquet,1599877,284,124,72,28,23,80.0,1.7,"['standard size', 'mini size', 'value size']",women,eau de toilette spray,30000,531,"(235, 217, 222)",1,1,0,0,0,0,1,0,1,0,1,1
False,maison margiela,’replica’ jazz club,1602259,244,43,9,11,4,126.0,3.4,"['standard size', 'mini size']",women,eau de toilette spray,10000,309,"(209, 206, 202)",0,0,1,1,0,1,0,0,0,1,1,0
False,chanel,chance eau de parfum,909093,46,5,0,0,0,100.0,1.7,['standard size'],women,eau de parfum spray,10000,51,"(240, 219, 183)",1,0,1,1,0,0,1,1,0,0,0,0
False,jo malone london,nectarine blossom & honey cologne,1946664,51,17,11,1,3,136.0,3.4,['standard size'],women,spray,10000,83,"(225, 224, 221)",1,0,0,0,0,0,0,0,1,1,0,0
True,marc jacobs fragrances,daisy,1029958,1285,353,108,39,36,104.0,3.4,"['standard size', 'mini size']",women,eau de toilette spray,60000,1000,"(234, 227, 205)",1,0,1,0,0,1,0,0,1,0,0,0
False,tom ford,ombre leather,2101319,12,2,0,0,2,125.0,1.7,['standard size'],women,eau de parfum spray,1273,15,"(43, 43, 43)",1,0,1,1,0,1,0,0,0,0,0,0
False,giorgio armani beauty,sí passione eau de parfum,2037935,8,2,4,0,1,86.0,1.7,"['standard size', 'mini size']",women,spray eau de parfum,1390,15,"(239, 233, 231)",1,0,0,0,0,1,0,1,1,0,0,1
False,chloé,roses de chloé,1580448,290,65,29,12,13,125.0,2.5,"['standard size', 'mini size']",women,eau de toilette spray,20000,409,"(228, 208, 196)",1,1,0,0,0,0,1,0,0,0,0,1
False,miu miu,"""miu miu l'eau rosée""",2037984,38,13,4,2,14,107.0,3.4,"['standard size', 'mini size']",women,ml eau de toilette spray,6417,71,"(238, 226, 214)",1,1,0,0,0,0,1,0,0,0,1,0
True,maison margiela,"""replica' memory box""",2047355,37,12,4,0,1,35.0,,,women,,9885,54,"(230, 228, 225)",1,1,1,0,0,1,1,1,0,1,1,1
False,kat von d,saint eau de parfum,1957216,2015,1011,199,86,66,85.0,3.4,"['standard size', 'mini size']",women,eau de parfum spray,20000,3000,"(226, 224, 222)",1,0,1,0,0,1,1,1,0,1,0,0
False,maison margiela,’replica’ lazy sunday morning,1602275,112,40,20,15,19,126.0,3.4,"['standard size', 'mini size']",women,eau de toilette spray,10000,206,"(213, 213, 215)",1,1,1,0,0,0,1,0,0,0,1,0
False,chanel,n°5 eau de parfum,465690,44,3,1,4,3,105.0,1.7,['standard size'],women,eau de parfum spray,10000,55,"(241, 190, 17)",0,0,0,0,0,0,0,0,0,0,0,0
False,sephora favorites,perfume travel sampler,1961820,28,8,2,0,0,25.0,,,women,,10000,38,"(83, 127, 127)",0,0,0,0,0,0,0,0,0,0,1,1
False,atelier cologne,vanille insensée cologne absolue pure perfume,1499177,203,40,15,17,32,140.0,3.3,"['standard size', 'mini size', 'value size']",women,cologne absolue pure perfume  spray,10000,306,"(231, 230, 219)",0,1,0,1,0,1,0,1,0,1,0,0
True,juliette has a gun,not a perfume travel spray,1804368,148,18,7,2,13,28.0,0.25,,women,eau de parfum spray,10000,188,"(37, 36, 36)",0,0,1,0,1,1,0,0,0,0,0,0
False,bvlgari,eau parfumée au thé blanc,666107,152,21,11,1,3,72.0,1.33,['standard size'],women,eau de cologne spray,7633,188,"(210, 207, 206)",0,0,0,0,1,1,1,0,0,0,0,0
True,dior,hypnotic poison,260885,525,52,19,18,19,80.0,1.7,['standard size'],unisex,eau de toilette spray,10000,633,"(100, 32, 35)",0,0,0,1,0,1,1,1,0,0,0,1
False,donna karan,cashmere mist deodorant,592527,440,76,21,18,25,27.0,,['mini size'],women,,10000,580,"(239, 230, 213)",0,1,0,0,0,0,0,0,0,0,0,0
False,balenciaga,b.,1659325,121,19,10,6,9,117.0,1.7,['standard size'],women,eau de parfum spray,7952,165,"(214, 198, 182)",1,1,0,0,0,1,0,0,0,0,0,0
False,viktor&rolf,magic liquid diamonds,2052942,8,0,1,0,0,190.0,2.5,['standard size'],women,eau de parfum spray,2594,7,"(231, 227, 215)",1,1,1,1,0,0,1,0,0,0,0,1
False,kilian,princess eau de parfum,2094977,33,10,1,3,1,135.0,3.4,"['standard size', 'mini size']",women,eau de parfum,1694,48,"(200, 179, 150)",0,0,1,1,0,0,0,0,0,1,0,0
False,chanel,coco mademoiselle eau de parfum intense,2040475,39,3,3,2,3,110.0,1.7,['standard size'],women,eau de parfum spray,6757,50,"(245, 208, 189)",1,0,1,0,0,0,0,1,0,0,0,0
True,gucci,bloom nettare di fiori,2100410,4,0,0,0,1,107.0,1.6,"['standard size', 'mini size']",women,eau de parfum spray,1493,5,"(228, 201, 183)",1,0,0,0,0,1,0,0,0,0,0,1
False,mugler,alien,1040815,639,74,31,12,41,120.0,2.0,"['standard size', 'mini size']",women,eau de parfum spray,10000,796,"(65, 51, 71)",1,0,1,0,0,1,0,0,0,0,0,0
False,atelier cologne,clémentine california cologne absolue pure perfume,1836600,190,48,16,13,18,135.0,3.3,"['standard size', 'mini size']",women,cologne absolue pure perfume spray,10000,285,"(208, 224, 218)",0,1,1,0,0,1,0,0,1,1,0,0
False,balenciaga,florabotanica,1480243,255,38,18,13,12,107.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,7804,336,"(226, 224, 225)",1,0,0,0,0,0,0,0,0,0,0,1
False,viktor&rolf,bonbon,1619964,106,31,6,6,8,98.0,1.7,['standard size'],women,eau de parfum spray,10000,156,"(186, 80, 117)",1,0,0,0,0,1,0,0,1,1,0,0
True,pink sugar,pink sugar,796524,2450,478,135,99,117,30.0,1.0,"['standard size', 'mini size']",women,eau de toilette spray,40000,3000,"(226, 207, 197)",0,0,0,0,0,1,1,1,1,0,0,0
False,juicy couture,viva la juicy,1108109,1219,222,66,35,22,78.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,30000,1000,"(206, 185, 171)",1,0,1,0,0,0,0,1,0,0,0,0
False,viktor&rolf,flowerbomb rollerball,1255439,121,23,14,5,3,30.0,0.33,,women,eau de parfum rollerball,10000,165,"(234, 225, 220)",1,0,0,0,0,0,0,0,0,0,0,1
True,viktor&rolf,flowerbomb travel duo,1255447,702,187,59,32,34,35.0,,,women,,20000,1000,"(204, 182, 177)",1,0,0,0,0,0,0,0,0,0,0,1
False,jo malone london,luscious & lively trio,2020360,6,2,0,1,1,85.0,,,women,,5645,10,"(227, 217, 199)",0,1,0,0,0,1,0,0,0,1,1,0
False,kat von d,sinner eau de parfum,1957224,934,557,209,78,62,85.0,3.4,"['standard size', 'mini size']",women,eau de parfum spray,10000,1000,"(46, 40, 36)",1,0,1,1,0,1,0,1,0,1,0,0
True,jo malone london,blackberry & bay cologne,1946706,29,11,4,3,0,136.0,3.4,['standard size'],women,spray,6538,47,"(225, 224, 221)",0,1,0,0,0,1,0,0,1,0,0,0
True,tom ford,tobacco vanille atomizer,2101368,,,,,,55.0,0.3,['mini size'],women,spray eau de parfum,1689,0,"(37, 13, 18)",0,0,1,1,0,1,1,1,1,1,0,0
False,tom ford,soleil blanc shimmering body oil,2101426,59,15,9,7,6,100.0,3.4,['standard size'],women,roseold oil,20000,96,"(241, 165, 104)",1,0,0,0,0,1,0,0,0,0,1,0
True,marc jacobs fragrances,daisy love,2036978,115,36,4,1,3,84.0,1.7,"['standard size', 'mini size']",women,eau de toilette  spray,5436,159,"(230, 211, 204)",1,0,1,0,0,1,1,0,0,1,0,0
False,jo malone london,wild bluebell cologne,1946714,33,4,1,2,1,136.0,3.4,['standard size'],women,spray,7869,41,"(225, 224, 221)",1,1,0,0,0,1,1,0,0,1,0,0
False,clinique,clinique happy,50492,430,115,32,20,19,52.0,1.7,"['standard size', 'mini size']",unisex,eau de parfum spray,10000,616,"(231, 231, 231)",0,0,0,0,0,0,0,0,1,0,0,0
False,elizabeth and james,nirvana bourbon,1912567,370,82,49,31,43,110.0,3.4,"['standard size', 'mini size']",women,eau de parfum spray,10000,575,"(70, 33, 22)",0,0,1,1,0,1,0,1,0,1,0,1
True,bvlgari,omnia crystalline,864025,331,58,21,14,15,84.0,2.2,"['standard size', 'mini size']",women,eau de toilette spray,10000,439,"(199, 199, 197)",1,1,0,0,0,0,0,0,0,0,0,0
True,tom ford,white suede,1565753,11,2,0,0,1,605.0,8.4,['standard size'],women,eau de parfum decanter,1951,14,"(208, 196, 142)",0,0,1,0,0,0,1,0,0,0,0,1
False,chanel,chance eau de toilette,625178,40,0,0,4,2,80.0,1.7,['standard size'],women,eau de toilette spray,7879,46,"(246, 239, 217)",1,0,0,1,0,0,0,0,0,0,1,0
False,giorgio armani beauty,sì eau de parfum,1571405,254,37,14,10,8,92.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,10000,323,"(243, 222, 202)",1,0,0,0,0,1,1,0,0,0,0,0
False,giorgio armani beauty,acqua di gioia,1284249,700,122,25,20,13,72.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,20000,880,"(224, 237, 232)",1,0,1,0,0,1,0,0,0,0,0,0
False,lavanila,the healthy deodorant,1174069,1946,866,366,394,592,14.0,2.0,"['standard size', 'mini size']",women,,50000,4000,"(224, 218, 212)",0,0,0,0,0,0,0,0,0,0,1,0
False,philosophy,amazing grace eau de toilette,607689,1118,190,67,62,98,49.0,2.0,"['standard size', 'mini size', 'value size']",women,eau de toilette spray,20000,1000,"(234, 227, 226)",1,0,0,0,0,0,1,0,0,0,1,0
True,marc jacobs fragrances,daisy eau so fresh,1317635,622,152,48,21,16,114.0,4.25,"['standard size', 'mini size']",women,eau de toilette spray,30000,858,"(242, 233, 224)",1,1,1,0,0,1,1,0,1,1,0,1
False,philosophy,amazing grace shampoo,463042,1080,160,67,35,25,26.0,,"['standard size', 'value size']",women,,20000,1000,"(227, 198, 193)",0,0,0,0,0,0,0,0,0,0,0,0
False,ralph lauren,romance,397166,363,59,24,9,13,76.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,10000,468,"(232, 230, 233)",1,0,0,0,0,1,1,0,0,0,1,1
False,tom ford,eau de soleil blanc,2038933,32,22,6,1,8,125.0,1.7,['standard size'],women,eau de toilette spray,5835,69,"(236, 227, 206)",1,1,1,0,0,0,0,0,0,0,0,0
False,tom ford,neroli portofino,1449164,63,48,29,24,33,605.0,8.4,"['standard size', 'mini size']",women,eau de parfum decanter,9167,197,"(197, 187, 108)",1,0,0,0,0,0,0,0,0,0,1,0
False,nest,paradise,1584986,38,10,4,2,2,,1.7,['sale'],women,eau de parfum spray,3414,56,"(38, 45, 37)",0,0,0,0,0,1,0,0,0,0,0,0
False,mugler,angel,193839,721,117,38,44,158,84.0,0.8,"['standard size', 'mini size']",women,eau de parfum shooting star  refillable spray,10000,1000,"(202, 214, 226)",0,1,1,1,0,0,0,1,0,1,0,0
False,maison margiela,’replica’ by the fireplace travel spray,2047629,5,0,0,0,0,28.0,0.34,['mini size'],women,eau de toilette travel spray,0,5,"(229, 218, 200)",0,0,1,1,0,1,0,1,0,1,1,0
False,jo malone london,orange blossom cologne,1946698,34,7,2,1,1,136.0,3.4,['standard size'],women,spray,6654,45,"(226, 225, 220)",1,1,1,0,0,1,0,0,0,0,0,0
False,versace,dylan blue pour femme,2052546,42,2,10,3,3,92.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,4771,60,"(218, 199, 160)",1,0,0,0,0,1,0,0,1,0,0,0
False,tory burch,tory burch,1574755,241,74,36,21,27,98.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,10000,399,"(248, 234, 219)",1,0,0,0,1,1,0,0,1,0,0,1
True,tocca,florence,963306,323,75,27,15,24,72.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,10000,464,"(218, 212, 197)",1,0,0,0,0,0,0,0,0,0,0,1
False,chloé,love story,1659390,115,35,10,8,6,132.0,2.5,"['standard size', 'mini size']",women,eau de parfum spray,10000,174,"(237, 231, 218)",1,0,0,0,0,1,0,0,1,0,0,0
False,tocca,cleopatra,1005727,329,78,33,24,29,72.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,10000,493,"(221, 213, 206)",1,0,1,0,0,0,0,0,1,0,0,1
False,gucci,guilty,1292564,537,136,53,28,35,78.0,1.6,['standard size'],women,eau de toilette spray,20000,789,"(239, 227, 191)",0,0,1,0,0,0,0,0,0,0,0,0
False,yves saint laurent,black opium rollerball,2023893,32,7,3,1,0,28.0,0.34,,unisex,,6732,43,"(236, 169, 153)",1,0,0,0,0,1,0,1,0,1,0,0
False,kilian,good girl gone bad,2056836,27,1,1,2,4,295.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,3193,35,"(228, 224, 218)",1,0,0,0,0,0,0,0,0,0,0,1
False,atelier cologne,orange sanguine cologne absolue pure perfume,1499128,248,91,45,37,27,135.0,3.3,"['standard size', 'value size']",women,cologne absolue pure perfume  spray,10000,446,"(226, 198, 126)",0,1,0,0,0,1,0,0,1,1,0,0
False,chanel,bleu de chanel parfum,2065423,5,0,0,0,0,120.0,1.7,['standard size'],women,ml  eau de parfum spray,654,5,"(22, 22, 32)",0,0,1,0,1,1,0,0,0,0,0,0
False,nest,black tulip,1912047,97,22,10,5,5,74.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,7259,139,"(202, 165, 176)",1,0,1,0,0,0,0,0,0,0,0,0
True,clean,reserve acqua neroli,2036770,37,4,1,3,2,95.0,3.4,"['standard size', 'mini size']",women,eau de parfum spray,1591,46,"(221, 221, 218)",1,1,0,0,0,1,1,0,0,0,1,0
False,dior,miss dior absolutely blooming,1855220,93,12,7,3,3,130.0,3.4,"['standard size', 'mini size']",women,eau de parfum spray,10000,118,"(229, 215, 215)",1,1,0,0,0,0,1,0,0,0,0,1
False,versace,bright crystal absolu,1605385,97,6,7,3,5,112.0,3.0,"['standard size', 'mini size']",women,eau de parfum spray,7042,118,"(246, 205, 229)",0,0,0,0,0,1,1,0,0,0,0,0
False,clean,warm cotton,1066299,318,55,35,39,54,40.0,1.0,"['standard size', 'mini size']",women,eau de parfum spray,7895,501,"(153, 207, 188)",1,1,0,0,0,0,1,0,0,0,1,0
True,michael kors,michael kors eau de parfum,472845,411,60,12,9,11,115.0,3.4,['standard size'],unisex,eau de parfum spray,9821,503,"(230, 225, 203)",1,1,1,1,0,1,1,0,0,0,0,1
False,tory burch,tory burch bel azur,1957364,63,24,14,7,6,128.0,3.4,['standard size'],women,eau de parfum spray,4652,114,"(13, 138, 200)",1,1,1,0,1,1,0,0,1,0,0,1
False,gucci,flora by gucci - gorgeous gardenia,1410125,154,40,18,6,6,78.0,1.7,['standard size'],women,eau de toilette spray,10000,224,"(200, 188, 189)",1,0,1,0,0,0,0,0,0,0,0,0
False,chanel,coco noir,1663640,30,3,3,1,2,100.0,1.7,['standard size'],women,eau de parfum spray,5198,38,"(205, 202, 195)",1,0,1,0,0,1,0,0,1,0,0,1
False,giorgio armani beauty,armani code pour femme,912352,475,67,17,11,22,70.0,1.7,['standard size'],women,eau de parfum spray,10000,592,"(212, 219, 220)",0,0,1,0,0,1,0,1,0,0,0,0
True,stella mccartney,stella & stella peony rollerball duo,2009926,20,4,2,0,1,28.5,,,women,,3906,27,"(220, 123, 132)",1,1,0,1,0,1,0,0,0,0,1,1
False,gucci,bamboo eau de parfum,1731926,107,31,14,3,5,95.0,1.6,['standard size'],women,eau de parfum spray,10000,160,"(230, 223, 223)",0,0,0,0,0,1,0,0,0,0,0,0
True,philosophy,pure grace fragrance,707349,605,93,35,19,39,49.0,2.0,"['standard size', 'mini size']",women,eau de toilette spray,10000,791,"(233, 234, 235)",0,0,0,0,0,0,1,0,0,0,0,0
False,commodity,book,1700012,82,10,12,9,21,105.0,3.4,"['standard size', 'mini size']",women,eau de parfum spray,3899,134,"(198, 198, 198)",0,1,0,0,1,1,0,0,0,0,0,0
False,chanel,coco mademoiselle eau de parfum twist and spray,1113281,21,0,0,1,0,105.0,,,women,eau de parfum spray,4801,22,"(235, 229, 217)",0,0,0,0,0,0,0,0,0,0,0,0
False,burberry,my burberry blush,1975598,142,28,15,7,10,93.0,1.6,"['standard size', 'mini size']",women,eau de parfum spray,10000,202,"(224, 209, 202)",1,0,0,0,0,0,0,0,1,0,0,1
False,lavanila,pure vanilla fragrance,977355,658,108,40,40,48,48.0,1.7,['standard size'],women,eau de parfum spray,10000,894,"(241, 239, 230)",0,0,1,0,0,0,1,1,0,0,1,0
False,giorgio armani beauty,emporio armani because it’s you,1977685,297,87,21,4,1,24.0,0.34,"['standard size', 'mini size']",women,eau de parfum spray,4341,410,"(237, 230, 218)",1,0,0,0,0,0,1,1,1,0,0,1
False,versace,yellow diamond,1395730,167,36,16,17,11,57.0,1.0,"['standard size', 'mini size']",women,eau de toilette spray,10000,247,"(241, 238, 216)",1,1,0,0,0,1,1,0,0,0,0,0
False,jo malone london,red roses cologne,2006021,28,2,2,1,2,136.0,3.4,['standard size'],women,spray,5088,35,"(224, 222, 219)",1,0,0,0,0,0,0,0,0,0,0,1
False,chloé,chloé rollerball,1284025,33,3,5,0,1,30.0,0.2,,unisex,eau de parfum rollerball,0,42,"(237, 235, 234)",1,1,1,0,0,1,0,0,0,0,0,1
False,dolce&gabbana,light blue rollerball,1429786,24,5,1,1,1,29.0,0.25,,women,eau de toilette rollerball,0,32,"(216, 221, 219)",0,0,0,0,0,1,1,0,0,0,0,1
False,carolina herrera,good girl rollerball,2082261,7,0,0,0,0,28.0,0.3,['mini size'],women,eau de parfum rollerball,739,7,"(221, 202, 170)",1,0,1,0,0,0,0,0,0,1,0,1
False,commodity,gold,1700053,96,20,7,5,3,105.0,3.4,"['standard size', 'mini size']",women,eau de parfum spray,5409,131,"(234, 233, 233)",0,0,1,1,0,0,1,1,0,1,0,0
True,chloé,fleur de parfum,1854595,34,8,3,3,5,132.0,2.5,"['standard size', 'mini size']",women,eau de parfum spray,4551,53,"(233, 222, 206)",1,1,0,0,0,0,0,0,1,1,0,1
True,dolce&gabbana,light blue eau intense,1942804,59,7,3,3,4,84.0,1.6,['standard size'],women,eau de parfum spray,8776,76,"(198, 212, 218)",1,1,0,0,0,1,1,0,1,0,0,0
False,yves saint laurent,mon paris eau de parfum rollerball,2023901,20,5,0,0,0,29.0,0.34,,women,eau de parfum rollerball,3781,25,"(38, 37, 37)",1,0,0,0,0,1,1,0,0,0,0,0
False,tom ford,noir de noir,1764141,18,1,1,0,0,605.0,8.4,['standard size'],women,eau de parfum decanter,3009,20,"(205, 193, 136)",1,0,1,0,0,1,0,1,0,0,0,1
True,chanel,coco mademoiselle eau de toilette,675140,38,1,2,0,1,80.0,1.7,['standard size'],women,eau de toilette spray,6963,42,"(235, 224, 216)",1,1,0,0,0,0,0,0,1,0,1,1
False,donna karan,cashmere mist eau de parfum,860940,172,29,11,7,4,96.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,5391,223,"(227, 221, 203)",0,0,0,0,0,1,1,1,0,0,0,0
False,gucci,rush,336545,273,28,14,4,5,80.0,1.7,['standard size'],women,eau de toilette spray,6001,324,"(215, 60, 57)",1,0,0,1,0,0,0,1,0,0,0,0
False,maison louis marie,no.04 bois de balincourt perfume oil,2077931,13,2,1,2,0,57.0,0.5,,women,,1287,18,"(30, 38, 31)",1,0,1,1,1,1,1,0,0,0,1,0
False,tory burch,tory burch deluxe mini duo,2002400,17,4,1,0,0,22.0,,,women,,10000,22,"(247, 221, 220)",1,0,0,0,1,0,0,0,1,0,0,1
False,juicy couture,oui,2132587,3,0,1,0,0,85.0,1.7,['standard size'],unisex,eau de parfum spray,439,3,"(230, 204, 199)",1,0,0,0,0,1,0,0,1,0,0,1
True,tom ford,plum japonais,1565720,11,0,1,0,1,605.0,8.4,['standard size'],women,eau de parfum decanter,1146,13,"(219, 211, 157)",0,0,0,0,0,0,0,1,0,0,0,0
False,jo malone london,lime basil & mandarin cologne,1946722,13,1,2,1,4,136.0,3.4,['standard size'],women,spray,3224,21,"(232, 230, 217)",0,1,0,0,0,1,0,0,1,0,0,0
False,tom ford,oud wood atomizer,2101350,2,1,0,0,0,55.0,0.3,['mini size'],women,spray eau de parfum,642,3,"(231, 224, 211)",0,0,1,1,1,1,0,0,0,0,0,1
False,kilian,kissing eau de parfum,2094951,5,0,1,0,0,135.0,3.4,"['standard size', 'mini size']",women,eau de parfum,1275,6,"(206, 190, 158)",1,0,1,0,0,0,0,0,0,1,0,0
False,narciso rodriguez,for her eau de toilette,1410737,457,75,29,15,22,56.0,1.0,['standard size'],women,eau de toilette spray,10000,598,"(14, 13, 13)",1,0,1,0,0,1,1,1,0,0,0,0
False,hermès,eau des merveilles,755546,64,3,4,6,3,148.0,3.3,['standard size'],women,eau des merveilles eau de toilette spray,5855,80,"(239, 234, 222)",0,0,0,0,1,1,0,0,0,0,0,0
True,juliette has a gun,moscow mule,2064012,16,8,6,6,5,100.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,2428,39,"(239, 232, 233)",1,1,0,0,0,1,0,0,0,0,0,0
False,maison margiela,’replica’ sailing day,1992627,43,6,2,5,4,126.0,3.4,,women,eau de toilette spray,7806,60,"(216, 220, 220)",0,1,0,0,0,0,0,0,0,0,1,1
False,hermès,"""twilly d'hermès """,1976547,78,13,4,9,10,100.0,1.6,['standard size'],women,eau de parfum spray,7641,114,"(35, 39, 42)",1,0,0,1,0,1,0,0,0,0,0,1
True,marc jacobs fragrances,decadence,1739762,301,67,29,25,37,99.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,10000,459,"(42, 50, 48)",1,0,1,0,0,1,0,0,0,0,0,1
